Day,Date,Time,Junction,Speed
Monday,20/2/2023,12:00,J8-J7,64
Monday,20/2/2023,12:00,J7-J6A,60
Monday,20/2/2023,12:00,J6A-J6,62
Monday,20/2/2023,12:00,J6-J5,68
Monday,20/2/2023,12:00,J5-J4,60
Monday,20/2/2023,12:00,J4-J2,62
Monday,20/2/2023,12:00,J2-J1,59
Tuesday,21/2/2023,12:00,J48-J47,61
Tuesday,21/2/2023,12:00,J47-J46,64
Tuesday,21/2/2023,12:00,J46-J45,59
Tuesday,21/2/2023,12:00,J45-J43|44,54
Tuesday,21/2/2023,12:00,J43|44 - J42,60
Tuesday,21/2/2023,12:00,J42-J41,53
Tuesday,21/2/2023,12:00,J41-J40,62
Tuesday,21/2/2023,12:00,J40-J39,65
Tuesday,21/2/2023,12:00,J39-J38,63
Tuesday,21/2/2023,12:00,J38-J37,63
Tuesday,21/2/2023,12:00,J37-J36,61
Tuesday,21/2/2023,12:00,J36-J35A,60
Tuesday,21/2/2023,12:00,J35A-J35,59
Tuesday,21/2/2023,12:00,J35-J34,63
Tuesday,21/2/2023,12:00,J34-J33,60
Tuesday,21/2/2023,12:00,J33-J32,61
Tuesday,21/2/2023,12:00,J32-J31,63
Tuesday,21/2/2023,12:00,J31-J30,61
Tuesday,21/2/2023,12:00,J30-J29A,66
Tuesday,21/2/2023,12:00,J29A-J29,64
Tuesday,21/2/2023,12:00,J29-J28,63
Tuesday,21/2/2023,12:00,J28-J27,61
Tuesday,21/2/2023,12:00,J27-J26,61
Tuesday,21/2/2023,12:00,J26-J25,60
Tuesday,21/2/2023,12:00,J25-J24A,63
Tuesday,21/2/2023,12:00,J24A-J24,62
Tuesday,21/2/2023,12:00,J24-J23A,60
Tuesday,21/2/2023,12:00,J23A-J23,60
Tuesday,21/2/2023,12:00,J23-J22,61
Tuesday,21/2/2023,12:00,J22-J21A,58
Tuesday,21/2/2023,12:00,J21A-J21,60
Tuesday,21/2/2023,12:00,J21-J20,54
Tuesday,21/2/2023,12:00,J20-J19,60
Tuesday,21/2/2023,12:00,J19-J18,55
Tuesday,21/2/2023,12:00,J18-J17,50
Tuesday,21/2/2023,12:00,J17-J16,52
Tuesday,21/2/2023,12:00,J16-J15A,69
Tuesday,21/2/2023,12:00,J15A-J15,64
Tuesday,21/2/2023,12:00,J15-J14,68
Tuesday,21/2/2023,12:00,J14-J13,61
Tuesday,21/2/2023,12:00,J13-J12,60
Tuesday,21/2/2023,12:00,J12-J11A,64
Tuesday,21/2/2023,12:00,J11A-J11,63
Tuesday,21/2/2023,12:00,J11-J10,63
Tuesday,21/2/2023,12:00,J10-J9,59
Tuesday,21/2/2023,12:00,J9-J8,60
Tuesday,21/2/2023,12:00,J8-J7,61
Tuesday,21/2/2023,12:00,J7-J6A,60
Tuesday,21/2/2023,12:00,J6A-J6,68
Tuesday,21/2/2023,12:00,J6-J5,62
Tuesday,21/2/2023,12:00,J5-J4,65
Tuesday,21/2/2023,12:00,J4-J2,61
Tuesday,21/2/2023,12:00,J2-J1,60
Wednesday,22/2/2023,12:00,J48-J47,61
Wednesday,22/2/2023,12:00,J47-J46,64
Wednesday,22/2/2023,12:00,J46-J45,68
Wednesday,22/2/2023,12:00,J45-J43|44,54
Wednesday,22/2/2023,12:00,J43|44 - J42,55
Wednesday,22/2/2023,12:00,J42-J41,63
Wednesday,22/2/2023,12:00,J41-J40,62
Wednesday,22/2/2023,12:00,J40-J39,61
Wednesday,22/2/2023,12:00,J39-J38,62
Wednesday,22/2/2023,12:00,J38-J37,65
Wednesday,22/2/2023,12:00,J37-J36,60
Wednesday,22/2/2023,12:00,J36-J35A,60
Wednesday,22/2/2023,12:00,J35A-J35,59
Wednesday,22/2/2023,12:00,J35-J34,63
Wednesday,22/2/2023,12:00,J34-J33,58
Wednesday,22/2/2023,12:00,J33-J32,60
Wednesday,22/2/2023,12:00,J32-J31,68
Wednesday,22/2/2023,12:00,J31-J30,61
Wednesday,22/2/2023,12:00,J30-J29A,58
Wednesday,22/2/2023,12:00,J29A-J29,59
Wednesday,22/2/2023,12:00,J29-J28,63
Wednesday,22/2/2023,12:00,J28-J27,63
Wednesday,22/2/2023,12:00,J27-J26,61
Wednesday,22/2/2023,12:00,J26-J25,64
Wednesday,22/2/2023,12:00,J25-J24A,62
Wednesday,22/2/2023,12:00,J24A-J24,61
Wednesday,22/2/2023,12:00,J24-J23A,63
Wednesday,22/2/2023,12:00,J23A-J23,63
Wednesday,22/2/2023,12:00,J23-J22,62
Wednesday,22/2/2023,12:00,J22-J21A,58
Wednesday,22/2/2023,12:00,J21A-J21,60
Wednesday,22/2/2023,12:00,J21-J20,58
Wednesday,22/2/2023,12:00,J20-J19,60
Wednesday,22/2/2023,12:00,J19-J18,62
Wednesday,22/2/2023,12:00,J18-J17,59
Wednesday,22/2/2023,12:00,J17-J16,62
Wednesday,22/2/2023,12:00,J16-J15A,61
Wednesday,22/2/2023,12:00,J15A-J15,64
Wednesday,22/2/2023,12:00,J15-J14,65
Wednesday,22/2/2023,12:00,J14-J13,51
Wednesday,22/2/2023,12:00,J13-J12,55
Wednesday,22/2/2023,12:00,J12-J11A,49
Wednesday,22/2/2023,12:00,J11A-J11,60
Wednesday,22/2/2023,12:00,J11-J10,63
Wednesday,22/2/2023,12:00,J10-J9,61
Wednesday,22/2/2023,12:00,J9-J8,65
Wednesday,22/2/2023,12:00,J8-J7,67
Wednesday,22/2/2023,12:00,J7-J6A,60
Wednesday,22/2/2023,12:00,J6A-J6,62
Wednesday,22/2/2023,12:00,J6-J5,63
Wednesday,22/2/2023,12:00,J5-J4,64
Wednesday,22/2/2023,12:00,J4-J2,69
Wednesday,22/2/2023,12:00,J2-J1,58
Thursday,23/2/2023,12:00,J48-J47,45
Thursday,23/2/2023,12:00,J47-J46,48
Thursday,23/2/2023,12:00,J46-J45,52
Thursday,23/2/2023,12:00,J45-J43|44,50
Thursday,23/2/2023,12:00,J43|44 - J42,61
Thursday,23/2/2023,12:00,J42-J41,65
Thursday,23/2/2023,12:00,J41-J40,68
Thursday,23/2/2023,12:00,J40-J39,61
Thursday,23/2/2023,12:00,J39-J38,65
Thursday,23/2/2023,12:00,J38-J37,62
Thursday,23/2/2023,12:00,J37-J36,64
Thursday,23/2/2023,12:00,J36-J35A,60
Thursday,23/2/2023,12:00,J35A-J35,65
Thursday,23/2/2023,12:00,J35-J34,68
Thursday,23/2/2023,12:00,J34-J33,64
Thursday,23/2/2023,12:00,J33-J32,62
Thursday,23/2/2023,12:00,J32-J31,61
Thursday,23/2/2023,12:00,J31-J30,61
Thursday,23/2/2023,12:00,J30-J29A,65
Thursday,23/2/2023,12:00,J29A-J29,68
Thursday,23/2/2023,12:00,J29-J28,60
Thursday,23/2/2023,12:00,J28-J27,62
Thursday,23/2/2023,12:00,J27-J26,63
Thursday,23/2/2023,12:00,J26-J25,62
Thursday,23/2/2023,12:00,J25-J24A,64
Thursday,23/2/2023,12:00,J24A-J24,68
Thursday,23/2/2023,12:00,J24-J23A,69
Thursday,23/2/2023,12:00,J23A-J23,65
Thursday,23/2/2023,12:00,J23-J22,70
Thursday,23/2/2023,12:00,J22-J21A,68
Thursday,23/2/2023,12:00,J21A-J21,68
Thursday,23/2/2023,12:00,J21-J20,70
Thursday,23/2/2023,12:00,J20-J19,65
Thursday,23/2/2023,12:00,J19-J18,65
Thursday,23/2/2023,12:00,J18-J17,61
Thursday,23/2/2023,12:00,J17-J16,67
Thursday,23/2/2023,12:00,J16-J15A,68
Thursday,23/2/2023,12:00,J15A-J15,62
Thursday,23/2/2023,12:00,J15-J14,58
Thursday,23/2/2023,12:00,J14-J13,55
Thursday,23/2/2023,12:00,J13-J12,62
Thursday,23/2/2023,12:00,J12-J11A,62
Thursday,23/2/2023,12:00,J11A-J11,63
Thursday,23/2/2023,12:00,J11-J10,61
Thursday,23/2/2023,12:00,J10-J9,50
Thursday,23/2/2023,12:00,J9-J8,60
Thursday,23/2/2023,12:00,J8-J7,55
Thursday,23/2/2023,12:00,J7-J6A,61
Thursday,23/2/2023,12:00,J6A-J6,63
Thursday,23/2/2023,12:00,J6-J5,62
Thursday,23/2/2023,12:00,J5-J4,63
Thursday,23/2/2023,12:00,J4-J2,62
Thursday,23/2/2023,12:00,J2-J1,59
Friday,24/2/2023,20:00,J48-J47,64
Friday,24/2/2023,20:00,J47-J46,63
Friday,24/2/2023,20:00,J46-J45,62
Friday,24/2/2023,20:00,J45-J43|44,58
Friday,24/2/2023,20:00,J43|44 - J42,52
Friday,24/2/2023,20:00,J42-J41,68
Friday,24/2/2023,20:00,J41-J40,64
Friday,24/2/2023,20:00,J40-J39,63
Friday,24/2/2023,20:00,J39-J38,62
Friday,24/2/2023,20:00,J38-J37,65
Friday,24/2/2023,20:00,J37-J36,62
Friday,24/2/2023,20:00,J36-J35A,68
Friday,24/2/2023,20:00,J35A-J35,65
Friday,24/2/2023,20:00,J35-J34,69
Friday,24/2/2023,20:00,J34-J33,63
Friday,24/2/2023,20:00,J33-J32,62
Friday,24/2/2023,20:00,J32-J31,70
Friday,24/2/2023,20:00,J31-J30,70
Friday,24/2/2023,20:00,J30-J29A,69
Friday,24/2/2023,20:00,J29A-J29,65
Friday,24/2/2023,20:00,J29-J28,68
Friday,24/2/2023,20:00,J28-J27,65
Friday,24/2/2023,20:00,J27-J26,63
Friday,24/2/2023,20:00,J26-J25,60
Friday,24/2/2023,20:00,J25-J24A,67
Friday,24/2/2023,20:00,J24A-J24,60
Friday,24/2/2023,20:00,J24-J23A,60
Friday,24/2/2023,20:00,J23A-J23,45
Friday,24/2/2023,20:00,J23-J22,59
Friday,24/2/2023,20:00,J22-J21A,65
Friday,24/2/2023,20:00,J21A-J21,63
Friday,24/2/2023,20:00,J21-J20,65
Friday,24/2/2023,20:00,J20-J19,68
Friday,24/2/2023,20:00,J19-J18,63
Friday,24/2/2023,20:00,J18-J17,70
Friday,24/2/2023,20:00,J17-J16,70
Friday,24/2/2023,20:00,J16-J15A,62
Friday,24/2/2023,20:00,J15A-J15,64
Friday,24/2/2023,20:00,J15-J14,69
Friday,24/2/2023,20:00,J14-J13,68
Friday,24/2/2023,20:00,J13-J12,64
Friday,24/2/2023,20:00,J12-J11A,60
Friday,24/2/2023,20:00,J11A-J11,61
Friday,24/2/2023,20:00,J11-J10,62
Friday,24/2/2023,20:00,J10-J9,63
Friday,24/2/2023,20:00,J9-J8,64
Friday,24/2/2023,20:00,J8-J7,65
Friday,24/2/2023,20:00,J7-J6A,60
Friday,24/2/2023,20:00,J6A-J6,63
Friday,24/2/2023,20:00,J6-J5,63
Friday,24/2/2023,20:00,J5-J4,65
Friday,24/2/2023,20:00,J4-J2,63
Friday,24/2/2023,20:00,J2-J1,64
Saturday,25/2/2023,20:00,J48-J47,70
Saturday,25/2/2023,20:00,J47-J46,70
Saturday,25/2/2023,20:00,J46-J45,65
Saturday,25/2/2023,20:00,J45-J43|44,61
Saturday,25/2/2023,20:00,J43|44 - J42,59
Saturday,25/2/2023,20:00,J42-J41,65
Saturday,25/2/2023,20:00,J41-J40,62
Saturday,25/2/2023,20:00,J40-J39,63
Saturday,25/2/2023,20:00,J39-J38,65
Saturday,25/2/2023,20:00,J38-J37,68
Saturday,25/2/2023,20:00,J37-J36,64
Saturday,25/2/2023,20:00,J36-J35A,65
Saturday,25/2/2023,20:00,J35A-J35,68
Saturday,25/2/2023,20:00,J35-J34,68
Saturday,25/2/2023,20:00,J34-J33,69
Saturday,25/2/2023,20:00,J33-J32,62
Saturday,25/2/2023,20:00,J32-J31,70
Saturday,25/2/2023,20:00,J31-J30,70
Saturday,25/2/2023,20:00,J30-J29A,70
Saturday,25/2/2023,20:00,J29A-J29,63
Saturday,25/2/2023,20:00,J29-J28,68
Saturday,25/2/2023,20:00,J28-J27,63
Saturday,25/2/2023,20:00,J27-J26,68
Saturday,25/2/2023,20:00,J26-J25,64
Saturday,25/2/2023,20:00,J25-J24A,68
Saturday,25/2/2023,20:00,J24A-J24,64
Saturday,25/2/2023,20:00,J24-J23A,69
Saturday,25/2/2023,20:00,J23A-J23,68
Saturday,25/2/2023,20:00,J23-J22,70
Saturday,25/2/2023,20:00,J22-J21A,70
Saturday,25/2/2023,20:00,J21A-J21,69
Saturday,25/2/2023,20:00,J21-J20,67
Saturday,25/2/2023,20:00,J20-J19,65
Saturday,25/2/2023,20:00,J19-J18,67
Saturday,25/2/2023,20:00,J18-J17,64
Saturday,25/2/2023,20:00,J17-J16,63
Saturday,25/2/2023,20:00,J16-J15A,69
Saturday,25/2/2023,20:00,J15A-J15,60
Saturday,25/2/2023,20:00,J15-J14,65
Saturday,25/2/2023,20:00,J14-J13,61
Saturday,25/2/2023,20:00,J13-J12,64
Saturday,25/2/2023,20:00,J12-J11A,65
Saturday,25/2/2023,20:00,J11A-J11,63
Saturday,25/2/2023,20:00,J11-J10,65
Saturday,25/2/2023,20:00,J10-J9,70
Saturday,25/2/2023,20:00,J9-J8,70
Saturday,25/2/2023,20:00,J8-J7,67
Saturday,25/2/2023,20:00,J7-J6A,63
Saturday,25/2/2023,20:00,J6A-J6,62
Saturday,25/2/2023,20:00,J6-J5,70
Saturday,25/2/2023,20:00,J5-J4,70
Saturday,25/2/2023,20:00,J4-J2,63
Saturday,25/2/2023,20:00,J2-J1,64
Sunday,26/2/2023,20:00,J48-J47,65
Sunday,26/2/2023,20:00,J47-J46,64
Sunday,26/2/2023,20:00,J46-J45,70
Sunday,26/2/2023,20:00,J45-J43|44,59
Sunday,26/2/2023,20:00,J43|44 - J42,58
Sunday,26/2/2023,20:00,J42-J41,62
Sunday,26/2/2023,20:00,J41-J40,69
Sunday,26/2/2023,20:00,J40-J39,68
Sunday,26/2/2023,20:00,J39-J38,62
Sunday,26/2/2023,20:00,J38-J37,68
Sunday,26/2/2023,20:00,J37-J36,65
Sunday,26/2/2023,20:00,J36-J35A,67
Sunday,26/2/2023,20:00,J35A-J35,64
Sunday,26/2/2023,20:00,J35-J34,62
Sunday,26/2/2023,20:00,J34-J33,60
Sunday,26/2/2023,20:00,J33-J32,65
Sunday,26/2/2023,20:00,J32-J31,68
Sunday,26/2/2023,20:00,J31-J30,70
Sunday,26/2/2023,20:00,J30-J29A,70
Sunday,26/2/2023,20:00,J29A-J29,70
Sunday,26/2/2023,20:00,J29-J28,69
Sunday,26/2/2023,20:00,J28-J27,66
Sunday,26/2/2023,20:00,J27-J26,65
Sunday,26/2/2023,20:00,J26-J25,69
Sunday,26/2/2023,20:00,J25-J24A,67
Sunday,26/2/2023,20:00,J24A-J24,60
Sunday,26/2/2023,20:00,J24-J23A,68
Sunday,26/2/2023,20:00,J23A-J23,62
Sunday,26/2/2023,20:00,J23-J22,64
Sunday,26/2/2023,20:00,J22-J21A,68
Sunday,26/2/2023,20:00,J21A-J21,67
Sunday,26/2/2023,20:00,J21-J20,69
Sunday,26/2/2023,20:00,J20-J19,70
Sunday,26/2/2023,20:00,J19-J18,70
Sunday,26/2/2023,20:00,J18-J17,70
Sunday,26/2/2023,20:00,J17-J16,69
Sunday,26/2/2023,20:00,J16-J15A,61
Sunday,26/2/2023,20:00,J15A-J15,70
Sunday,26/2/2023,20:00,J15-J14,68
Sunday,26/2/2023,20:00,J14-J13,61
Sunday,26/2/2023,20:00,J13-J12,68
Sunday,26/2/2023,20:00,J12-J11A,69
Sunday,26/2/2023,20:00,J11A-J11,63
Sunday,26/2/2023,20:00,J11-J10,63
Sunday,26/2/2023,20:00,J10-J9,67
Sunday,26/2/2023,20:00,J9-J8,64
Sunday,26/2/2023,20:00,J8-J7,68
Sunday,26/2/2023,20:00,J7-J6A,60
Sunday,26/2/2023,20:00,J6A-J6,66
Sunday,26/2/2023,20:00,J6-J5,65
Sunday,26/2/2023,20:00,J5-J4,64
Sunday,26/2/2023,20:00,J4-J2,69
Sunday,26/2/2023,20:00,J2-J1,63
Monday,27/2/2023,20:00,J48-J47,65
Monday,27/2/2023,20:00,J47-J46,68
Monday,27/2/2023,20:00,J46-J45,69
Monday,27/2/2023,20:00,J45-J43|44,59
Monday,27/2/2023,20:00,J43|44 - J42,56
Monday,27/2/2023,20:00,J42-J41,61
Monday,27/2/2023,20:00,J41-J40,60
Monday,27/2/2023,20:00,J40-J39,62
Monday,27/2/2023,20:00,J39-J38,68
Monday,27/2/2023,20:00,J38-J37,67
Monday,27/2/2023,20:00,J37-J36,65
Monday,27/2/2023,20:00,J36-J35A,69
Monday,27/2/2023,20:00,J35A-J35,66
Monday,27/2/2023,20:00,J35-J34,61
Monday,27/2/2023,20:00,J34-J33,62
Monday,27/2/2023,20:00,J33-J32,65
Monday,27/2/2023,20:00,J32-J31,66
Monday,27/2/2023,20:00,J31-J30,65
Monday,27/2/2023,20:00,J30-J29A,66
Monday,27/2/2023,20:00,J29A-J29,69
Monday,27/2/2023,20:00,J29-J28,69
Monday,27/2/2023,20:00,J28-J27,62
Monday,27/2/2023,20:00,J27-J26,68
Monday,27/2/2023,20:00,J26-J25,68
Monday,27/2/2023,20:00,J25-J24A,65
Monday,27/2/2023,20:00,J24A-J24,63
Monday,27/2/2023,20:00,J24-J23A,65
Monday,27/2/2023,20:00,J23A-J23,63
Monday,27/2/2023,20:00,J23-J22,62
Monday,27/2/2023,20:00,J22-J21A,60
Monday,27/2/2023,20:00,J21A-J21,60
Monday,27/2/2023,20:00,J21-J20,60
Monday,27/2/2023,20:00,J20-J19,61
Monday,27/2/2023,20:00,J19-J18,64
Monday,27/2/2023,20:00,J18-J17,59
Monday,27/2/2023,20:00,J17-J16,59
Monday,27/2/2023,20:00,J16-J15A,61
Monday,27/2/2023,20:00,J15A-J15,63
Monday,27/2/2023,20:00,J15-J14,62
Monday,27/2/2023,20:00,J14-J13,62
Monday,27/2/2023,20:00,J13-J12,61
Monday,27/2/2023,20:00,J12-J11A,57
Monday,27/2/2023,20:00,J11A-J11,58
Monday,27/2/2023,20:00,J11-J10,62
Monday,27/2/2023,20:00,J10-J9,62
Monday,27/2/2023,20:00,J9-J8,61
Monday,27/2/2023,20:00,J8-J7,63
Monday,27/2/2023,20:00,J7-J6A,64
Monday,27/2/2023,20:00,J6A-J6,62
Monday,27/2/2023,20:00,J6-J5,66
Monday,27/2/2023,20:00,J5-J4,68
Monday,27/2/2023,20:00,J4-J2,70
Monday,27/2/2023,20:00,J2-J1,69
Tuesday,28/2/2023,20:00,J48-J47,65
Tuesday,28/2/2023,20:00,J47-J46,65
Tuesday,28/2/2023,20:00,J46-J45,68
Tuesday,28/2/2023,20:00,J45-J43|44,60
Tuesday,28/2/2023,20:00,J43|44 - J42,65
Tuesday,28/2/2023,20:00,J42-J41,61
Tuesday,28/2/2023,20:00,J41-J40,60
Tuesday,28/2/2023,20:00,J40-J39,63
Tuesday,28/2/2023,20:00,J39-J38,62
Tuesday,28/2/2023,20:00,J38-J37,68
Tuesday,28/2/2023,20:00,J37-J36,67
Tuesday,28/2/2023,20:00,J36-J35A,67
Tuesday,28/2/2023,20:00,J35A-J35,70
Tuesday,28/2/2023,20:00,J35-J34,69
Tuesday,28/2/2023,20:00,J34-J33,62
Tuesday,28/2/2023,20:00,J33-J32,61
Tuesday,28/2/2023,20:00,J32-J31,60
Tuesday,28/2/2023,20:00,J31-J30,63
Tuesday,28/2/2023,20:00,J30-J29A,60
Tuesday,28/2/2023,20:00,J29A-J29,62
Tuesday,28/2/2023,20:00,J29-J28,63
Tuesday,28/2/2023,20:00,J28-J27,62
Tuesday,28/2/2023,20:00,J27-J26,68
Tuesday,28/2/2023,20:00,J26-J25,66
Tuesday,28/2/2023,20:00,J25-J24A,65
Tuesday,28/2/2023,20:00,J24A-J24,66
Tuesday,28/2/2023,20:00,J24-J23A,66
Tuesday,28/2/2023,20:00,J23A-J23,65
Tuesday,28/2/2023,20:00,J23-J22,63
Tuesday,28/2/2023,20:00,J22-J21A,67
Tuesday,28/2/2023,20:00,J21A-J21,59
Tuesday,28/2/2023,20:00,J21-J20,60
Tuesday,28/2/2023,20:00,J20-J19,61
Tuesday,28/2/2023,20:00,J19-J18,64
Tuesday,28/2/2023,20:00,J18-J17,63
Tuesday,28/2/2023,20:00,J17-J16,61
Tuesday,28/2/2023,20:00,J16-J15A,64
Tuesday,28/2/2023,20:00,J15A-J15,63
Tuesday,28/2/2023,20:00,J15-J14,65
Tuesday,28/2/2023,20:00,J14-J13,68
Tuesday,28/2/2023,20:00,J13-J12,64
Tuesday,28/2/2023,20:00,J12-J11A,65
Tuesday,28/2/2023,20:00,J11A-J11,63
Tuesday,28/2/2023,20:00,J11-J10,63
Tuesday,28/2/2023,20:00,J10-J9,62
Tuesday,28/2/2023,20:00,J9-J8,60
Tuesday,28/2/2023,20:00,J8-J7,62
Tuesday,28/2/2023,20:00,J7-J6A,61
Tuesday,28/2/2023,20:00,J6A-J6,63
Tuesday,28/2/2023,20:00,J6-J5,63
Tuesday,28/2/2023,20:00,J5-J4,64
Tuesday,28/2/2023,20:00,J4-J2,65
Tuesday,28/2/2023,20:00,J2-J1,67
Tuesday,28/2/2023,20:00,J48-J47,63
Tuesday,28/2/2023,20:00,J47-J46,61
Tuesday,28/2/2023,20:00,J46-J45,67
Tuesday,28/2/2023,20:00,J45-J43|44,64
Tuesday,28/2/2023,20:00,J43|44 - J42,58
Tuesday,28/2/2023,20:00,J42-J41,61
Tuesday,28/2/2023,20:00,J41-J40,65
Tuesday,28/2/2023,20:00,J40-J39,63
Tuesday,28/2/2023,20:00,J39-J38,70
Tuesday,28/2/2023,20:00,J38-J37,65
Tuesday,28/2/2023,20:00,J37-J36,69
Tuesday,28/2/2023,20:00,J36-J35A,62
Tuesday,28/2/2023,20:00,J35A-J35,61
Tuesday,28/2/2023,20:00,J35-J34,60
Tuesday,28/2/2023,20:00,J34-J33,63
Tuesday,28/2/2023,20:00,J33-J32,62
Tuesday,28/2/2023,20:00,J32-J31,61
Tuesday,28/2/2023,20:00,J31-J30,62
Tuesday,28/2/2023,20:00,J30-J29A,62
Tuesday,28/2/2023,20:00,J29A-J29,62
Tuesday,28/2/2023,20:00,J29-J28,67
Tuesday,28/2/2023,20:00,J28-J27,69
Tuesday,28/2/2023,20:00,J27-J26,63
Tuesday,28/2/2023,20:00,J26-J25,61
Tuesday,28/2/2023,20:00,J25-J24A,60
Tuesday,28/2/2023,20:00,J24A-J24,59
Tuesday,28/2/2023,20:00,J24-J23A,63
Tuesday,28/2/2023,20:00,J23A-J23,65
Tuesday,28/2/2023,20:00,J23-J22,62
Tuesday,28/2/2023,20:00,J22-J21A,61
Tuesday,28/2/2023,20:00,J21A-J21,60
Tuesday,28/2/2023,20:00,J21-J20,63
Tuesday,28/2/2023,20:00,J20-J19,58
Tuesday,28/2/2023,20:00,J19-J18,61
Tuesday,28/2/2023,20:00,J18-J17,60
Tuesday,28/2/2023,20:00,J17-J16,64
Tuesday,28/2/2023,20:00,J16-J15A,68
Tuesday,28/2/2023,20:00,J15A-J15,63
Tuesday,28/2/2023,20:00,J15-J14,63
Tuesday,28/2/2023,20:00,J14-J13,60
Tuesday,28/2/2023,20:00,J13-J12,62
Tuesday,28/2/2023,20:00,J12-J11A,60
Tuesday,28/2/2023,20:00,J11A-J11,68
Tuesday,28/2/2023,20:00,J11-J10,69
Tuesday,28/2/2023,20:00,J10-J9,70
Tuesday,28/2/2023,20:00,J9-J8,70
Tuesday,28/2/2023,20:00,J8-J7,62
Tuesday,28/2/2023,20:00,J7-J6A,61
Tuesday,28/2/2023,20:00,J6A-J6,63
Tuesday,28/2/2023,20:00,J6-J5,63
Tuesday,28/2/2023,20:00,J5-J4,61
Tuesday,28/2/2023,20:00,J4-J2,65
Tuesday,28/2/2023,20:00,J2-J1,62
Wednesday,1/3/2023,20:00,J48-J47,68
Wednesday,1/3/2023,20:00,J47-J46,65
Wednesday,1/3/2023,20:00,J46-J45,67
Wednesday,1/3/2023,20:00,J45-J43|44,60
Wednesday,1/3/2023,20:00,J43|44 - J42,59
Wednesday,1/3/2023,20:00,J42-J41,55
Wednesday,1/3/2023,20:00,J41-J40,60
Wednesday,1/3/2023,20:00,J40-J39,62
Wednesday,1/3/2023,20:00,J39-J38,63
Wednesday,1/3/2023,20:00,J38-J37,64
Wednesday,1/3/2023,20:00,J37-J36,61
Wednesday,1/3/2023,20:00,J36-J35A,67
Wednesday,1/3/2023,20:00,J35A-J35,65
Wednesday,1/3/2023,20:00,J35-J34,66
Wednesday,1/3/2023,20:00,J34-J33,69
Wednesday,1/3/2023,20:00,J33-J32,65
Wednesday,1/3/2023,20:00,J32-J31,67
Wednesday,1/3/2023,20:00,J31-J30,63
Wednesday,1/3/2023,20:00,J30-J29A,60
Wednesday,1/3/2023,20:00,J29A-J29,60
Wednesday,1/3/2023,20:00,J29-J28,61
Wednesday,1/3/2023,20:00,J28-J27,64
Wednesday,1/3/2023,20:00,J27-J26,63
Wednesday,1/3/2023,20:00,J26-J25,65
Wednesday,1/3/2023,20:00,J25-J24A,60
Wednesday,1/3/2023,20:00,J24A-J24,70
Wednesday,1/3/2023,20:00,J24-J23A,68
Wednesday,1/3/2023,20:00,J23A-J23,70
Wednesday,1/3/2023,20:00,J23-J22,68
Wednesday,1/3/2023,20:00,J22-J21A,68
Wednesday,1/3/2023,20:00,J21A-J21,63
Wednesday,1/3/2023,20:00,J21-J20,62
Wednesday,1/3/2023,20:00,J20-J19,62
Wednesday,1/3/2023,20:00,J19-J18,61
Wednesday,1/3/2023,20:00,J18-J17,61
Wednesday,1/3/2023,20:00,J17-J16,60
Wednesday,1/3/2023,20:00,J16-J15A,61
Wednesday,1/3/2023,20:00,J15A-J15,62
Wednesday,1/3/2023,20:00,J15-J14,62
Wednesday,1/3/2023,20:00,J14-J13,61
Wednesday,1/3/2023,20:00,J13-J12,62
Wednesday,1/3/2023,20:00,J12-J11A,61
Wednesday,1/3/2023,20:00,J11A-J11,63
Wednesday,1/3/2023,20:00,J11-J10,65
Wednesday,1/3/2023,20:00,J10-J9,59
Wednesday,1/3/2023,20:00,J9-J8,57
Wednesday,1/3/2023,20:00,J8-J7,62
Wednesday,1/3/2023,20:00,J7-J6A,63
Wednesday,1/3/2023,20:00,J6A-J6,60
Wednesday,1/3/2023,20:00,J6-J5,65
Wednesday,1/3/2023,20:00,J5-J4,58
Wednesday,1/3/2023,20:00,J4-J2,62
Wednesday,1/3/2023,20:00,J2-J1,64
Thursday,2/3/2023,20:00,J48-J47,68
Thursday,2/3/2023,20:00,J47-J46,62
Thursday,2/3/2023,20:00,J46-J45,61
Thursday,2/3/2023,20:00,J45-J43|44,60
Thursday,2/3/2023,20:00,J43|44 - J42,59
Thursday,2/3/2023,20:00,J42-J41,60
Thursday,2/3/2023,20:00,J41-J40,68
Thursday,2/3/2023,20:00,J40-J39,69
Thursday,2/3/2023,20:00,J39-J38,68
Thursday,2/3/2023,20:00,J38-J37,60
Thursday,2/3/2023,20:00,J37-J36,65
Thursday,2/3/2023,20:00,J36-J35A,61
Thursday,2/3/2023,20:00,J35A-J35,68
Thursday,2/3/2023,20:00,J35-J34,69
Thursday,2/3/2023,20:00,J34-J33,62
Thursday,2/3/2023,20:00,J33-J32,64
Thursday,2/3/2023,20:00,J32-J31,65
Thursday,2/3/2023,20:00,J31-J30,60
Thursday,2/3/2023,20:00,J30-J29A,60
Thursday,2/3/2023,20:00,J29A-J29,62
Thursday,2/3/2023,20:00,J29-J28,70
Thursday,2/3/2023,20:00,J28-J27,63
Thursday,2/3/2023,20:00,J27-J26,64
Thursday,2/3/2023,20:00,J26-J25,65
Thursday,2/3/2023,20:00,J25-J24A,68
Thursday,2/3/2023,20:00,J24A-J24,68
Thursday,2/3/2023,20:00,J24-J23A,69
Thursday,2/3/2023,20:00,J23A-J23,70
Thursday,2/3/2023,20:00,J23-J22,65
